id_local,descripcion,estado,fecha_alta,fecha_baja,fecha_ultima_modificacion,id_planta,descripcion_numerica,cod_sector,id_mostrador,cod_dominio,id_usuario,id_sector
2321,Consultorio 4,A,2018-05-29 17:29:09,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2322,Estar Médico,A,2018-05-29 17:29:51,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2323,Consultorio 5,A,2018-05-29 17:30:20,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2324,Consultorio 6,A,2018-05-29 17:30:58,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2325,Consultorio 7,A,2018-05-29 17:31:33,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2326,Consultorio 8,A,2018-05-29 17:32:02,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2327,Lavadero,A,2018-05-29 17:32:31,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2328,Lavadero,A,2018-05-29 17:32:32,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2329,Jefatura,A,2018-05-29 17:34:00,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2330,Quirofano,A,2018-05-29 17:34:31,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2331,Secretaría Archivos,A,2018-05-29 17:35:24,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,
2732,Consultorio 9,A,2018-06-06 15:35:46,,2018-06-06 15:35:46,2263,,,,2.16.840.1.113883.2.10.27,1,
2733,Consultorio 10,A,2018-06-06 15:38:05,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2734,Consultorio 11,A,2018-06-06 15:39:17,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2735,Consultorio 13,A,2018-06-06 15:40:22,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2736,Consultorio 14,A,2018-06-06 15:40:57,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2737,Consultorio 15,A,2018-06-06 15:41:37,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2738,Consultorio 16,A,2018-06-06 15:42:50,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2739,Consultorio 17,A,2018-06-06 15:44:05,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2740,Consultorio 18,A,2018-06-06 15:44:39,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2741,Archivo,A,2018-06-06 15:45:24,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,
2293,Consultorio 1,A,2018-05-29 16:20:49,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2294,Consultorio 2,A,2018-05-29 16:21:14,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2295,Consultorio 3,A,2018-05-29 16:22:52,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2296,Consultorio 4,A,2018-05-29 16:23:35,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2297,Jefatura Oncología,A,2018-05-29 16:35:34,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2298,Deposito,A,2018-05-29 16:36:04,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2299,Vestuario,A,2018-05-29 16:36:34,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2300,Cambiador,A,2018-05-29 16:37:16,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,
2305,Consultorio 1,A,2018-05-29 16:52:47,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2306,Consultorio 2,A,2018-05-29 16:53:19,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2307,Consultorio 3,A,2018-05-29 16:54:02,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2308,Consultorio 4,A,2018-05-29 16:54:47,,2018-05-29 16:54:47,2304,,,,2.16.840.1.113883.2.10.27,1,
2309,Docencia,A,2018-05-29 16:55:10,,2018-05-29 16:55:10,2304,,,,2.16.840.1.113883.2.10.27,1,
2339,Consultorio 5,A,2018-05-30 14:35:36,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2340,Consultorio 6,A,2018-05-30 14:36:51,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2341,Consultorio 7,A,2018-05-30 14:37:29,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2342,Consultorio 8,A,2018-05-30 14:38:31,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2343,Consultorio 9,A,2018-05-30 14:39:03,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2344,Consultorio 10,A,2018-05-30 14:39:30,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2350,consultorio 1,A,2018-05-30 14:58:57,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,
2354,Consultorio 2,A,2018-05-30 15:00:04,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,
2359,Consultorio 3,A,2018-05-30 15:02:58,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,
2360,Consultorio 4,A,2018-05-30 15:03:44,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,
2361,Consultorio 5,A,2018-05-30 15:04:16,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,
2362,Consultorio 6,A,2018-05-30 15:05:00,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2363,Consultorio 7,A,2018-05-30 15:05:51,,2018-05-30 15:05:51,2346,,,,2.16.840.1.113883.2.10.27,1,
2364,Consultorio 8,A,2018-05-30 15:12:27,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2369,Consultorio 9,A,2018-05-30 15:14:49,,2020-04-27 01:03:24,2346,,,,2.16.840.1.113883.2.10.27,1,
2372,Consultorio 10,A,2018-05-30 15:16:45,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2373,Consultorio 11,A,2018-05-30 15:18:57,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2374,Consultorio 12,A,2018-05-30 15:20:17,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2376,Consultorio 14,A,2018-05-30 15:21:56,,2018-05-30 16:18:38,2346,,,,2.16.840.1.113883.2.10.27,1,
2380,Consultorio 15,A,2018-05-30 15:24:15,,2018-05-30 16:17:18,2346,,,,2.16.840.1.113883.2.10.27,1,
2382,Consultorio 16,A,2018-05-30 15:25:21,,2018-05-30 16:16:55,2346,,,,2.16.840.1.113883.2.10.27,1,
2384,Consultorio 17,A,2018-05-30 15:25:49,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2386,Consultorio 18,A,2018-05-30 15:26:27,,2018-05-30 16:16:14,2346,,,,2.16.840.1.113883.2.10.27,1,
2388,Consultorio 19,A,2018-05-30 15:27:02,,2018-05-30 16:15:51,2346,,,,2.16.840.1.113883.2.10.27,1,
2389,Consultorio 20,A,2018-05-30 15:27:39,,2020-04-27 00:44:55,2346,,,,2.16.840.1.113883.2.10.27,1,
2390,Consultorio 21,A,2018-05-30 15:28:45,,2018-05-30 16:15:25,2346,,,,2.16.840.1.113883.2.10.27,1,
2392,Consultorio 22,A,2018-05-30 15:30:03,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,
2396,Consultorio 23,A,2018-05-30 15:31:26,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2397,Consultorio 24,A,2018-05-30 15:31:57,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2399,Consultorio 25,A,2018-05-30 15:32:25,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2401,Consultorio 26,A,2018-05-30 15:34:13,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2402,Consultorio 27,A,2018-05-30 15:35:12,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2403,Consultorio 28,A,2018-05-30 15:36:13,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,
2404,Consultorio 29,A,2018-05-30 15:49:53,,2018-05-30 16:12:25,2346,,,,2.16.840.1.113883.2.10.27,1,
2405,Consultorio 30,A,2018-05-30 15:56:09,,2018-05-30 16:12:05,2346,,,,2.16.840.1.113883.2.10.27,1,
2406,Consultorio 31,A,2018-05-30 15:56:58,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2407,Consultorio 32,A,2018-05-30 15:57:35,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2408,Consultorio 33,A,2018-05-30 15:58:05,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2409,Consultorio 34,A,2018-05-30 15:58:43,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2410,Consultorio 35,A,2018-05-30 15:59:36,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2411,Consultorio 36,A,2018-05-30 16:00:00,,2018-05-30 16:10:35,2346,,,,2.16.840.1.113883.2.10.27,1,
2412,Consultorio 37,A,2018-05-30 16:01:00,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2413,Consultorio 38,A,2018-05-30 16:01:32,,2018-05-30 16:10:13,2346,,,,2.16.840.1.113883.2.10.27,1,
2414,Consultorio 39,A,2018-05-30 16:02:25,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2416,Consultorio 40,A,2018-05-30 16:03:08,,2018-05-30 16:09:52,2346,,,,2.16.840.1.113883.2.10.27,1,
2417,Consultorio 41,A,2018-05-30 16:03:55,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,
2310,Consultorio 5,A,2018-05-29 16:55:44,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2311,Consultorio 6,A,2018-05-29 17:01:29,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2312,Consultorio 7,A,2018-05-29 17:01:55,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2313,Consultorio 8,A,2018-05-29 17:02:36,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2314,Consultorio 9,A,2018-05-29 17:03:03,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2315,Consultorio 10,A,2018-05-29 17:03:35,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2316,Sala de Medicos ,A,2018-05-29 17:03:55,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2317,RN,A,2018-05-29 17:04:26,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,
2334,Consultorio 1,A,2018-05-30 14:26:47,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2335,Consultorio 2,A,2018-05-30 14:27:34,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2336,Consultorio 3,A,2018-05-30 14:32:06,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
2337,Consultorio 4,A,2018-05-30 14:34:38,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,
3395,Consultorio,A,2019-10-17 12:39:45,,2019-10-17 12:39:45,3394,,,,2.16.840.1.113883.2.10.27,1,
3397,Consultorio,A,2019-10-17 12:42:33,,2019-10-17 12:42:33,3396,,,,2.16.840.1.113883.2.10.27,1,
3400,Consultorio,A,2019-10-17 12:44:09,,2019-10-17 12:44:09,3399,,,,2.16.840.1.113883.2.10.27,1,
1660,Consultorio 4,A,2018-01-29 14:27:18,,2019-10-18 13:13:26,3405,,,,2.16.840.1.113883.2.10.27,1,
1661,Consultorio 5,A,2018-01-29 14:28:02,,2019-10-18 13:13:35,3405,,,,2.16.840.1.113883.2.10.27,1,
3406,Consultorio 6,A,2019-10-18 11:25:49,,2019-10-18 13:13:50,3405,,,,2.16.840.1.113883.2.10.27,1,
3407,Consultorio 7,A,2019-10-18 11:28:54,,2019-10-18 13:13:59,3405,,,,2.16.840.1.113883.2.10.27,1,
3408,Consultorio 8,A,2019-10-18 11:30:44,,2019-10-18 13:14:10,3405,,,,2.16.840.1.113883.2.10.27,1,
3409,Jefatura,A,2019-10-18 11:32:57,,2019-10-18 13:14:30,3405,,,,2.16.840.1.113883.2.10.27,1,
3410,Consul Psicopedagogia,A,2019-10-18 11:37:14,,2019-10-18 13:14:39,3405,,,,2.16.840.1.113883.2.10.27,1,
3418,Consultorios Externos Consultorio 1,A,2019-11-21 15:26:06,,2020-05-01 21:20:58,3417,,,,2.16.840.1.113883.2.10.27,1,
3419,Consultorios Externos Consultorio 2,A,2019-11-21 15:26:44,,2020-05-01 21:22:39,3417,,,,2.16.840.1.113883.2.10.27,1,
3420,Consultorios Externos Consultorio 3,A,2019-11-21 15:44:19,,2020-05-01 21:22:50,3417,,,,2.16.840.1.113883.2.10.27,1,
3421,Consultorios Externos Consultorio 4,A,2019-11-21 15:45:03,,2020-05-01 21:22:59,3417,,,,2.16.840.1.113883.2.10.27,1,
3422,Consultorios Externos Consultorio 5,A,2019-11-21 15:45:22,,2020-05-01 21:23:07,3417,,,,2.16.840.1.113883.2.10.27,1,
3423,Consultorios Externos Consultorio 6,A,2019-11-21 15:45:47,,2020-05-01 21:23:19,3417,,,,2.16.840.1.113883.2.10.27,1,
3424,Consultorios Externos Consultorio 7,A,2019-11-21 15:46:13,,2020-05-01 21:23:29,3417,,,,2.16.840.1.113883.2.10.27,1,
3425,Consultorios Externos Consultorio 8,A,2019-11-21 15:46:50,,2020-05-01 21:23:39,3417,,,,2.16.840.1.113883.2.10.27,1,
3426,Consultorios Externos Consultorio 9,A,2019-11-21 15:47:14,,2020-05-01 21:23:48,3417,,,,2.16.840.1.113883.2.10.27,1,
3427,Consultorios Externos Consultorio 10,A,2019-11-21 15:47:33,,2020-05-01 21:21:10,3417,,,,2.16.840.1.113883.2.10.27,1,
3428,Consultorios Externos Consultorio 11,A,2019-11-21 15:48:54,,2020-05-01 21:21:19,3417,,,,2.16.840.1.113883.2.10.27,1,
3429,Consultorios Externos Consultorio 12,A,2019-11-21 15:49:15,,2020-05-01 21:21:32,3417,,,,2.16.840.1.113883.2.10.27,1,
3430,Consultorios Externos Consultorio 13,A,2019-11-21 15:49:39,,2020-05-01 21:21:43,3417,,,,2.16.840.1.113883.2.10.27,1,
3431,Consultorios Externos Consultorio 14,A,2019-11-21 15:50:00,,2020-05-01 21:22:18,3417,,,,2.16.840.1.113883.2.10.27,1,
