id_local,descripcion,estado,fecha_alta,fecha_baja,fecha_ultima_modificacion,id_planta,descripcion_numerica,cod_sector,id_mostrador,cod_dominio,id_usuario,id_sector,ambito
2174,Consultorio 32,A,2018-05-28 14:15:51,,2018-05-28 14:15:51,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2175,Consultorio 33,A,2018-05-28 14:16:15,,2018-05-28 14:16:15,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2176,Consultorio 34,A,2018-05-28 14:16:50,,2018-05-28 14:16:50,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2177,Consultorio 35,A,2018-05-28 14:18:01,,2018-05-28 14:18:01,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2178,Consultorio 36,A,2018-05-28 14:18:37,,2018-05-28 14:18:37,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2179,Consultorio 37,A,2018-05-28 14:19:02,,2018-05-28 14:19:02,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2180,Consultorio 38,A,2018-05-28 14:23:25,,2018-05-28 14:23:25,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2181,Consultorio 39,A,2018-05-28 14:23:55,,2018-05-28 14:23:55,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2182,Consultorio 40,A,2018-05-28 14:25:44,,2018-05-28 14:26:21,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2183,Consultorio 41,A,2018-05-28 14:28:07,,2018-05-28 14:28:07,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2184,Consultorio 42,A,2018-05-28 14:29:29,,2018-05-28 14:29:29,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2185,Consultorio 43,A,2018-05-28 14:30:02,,2018-05-28 14:30:02,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2186,Consultorio 44,A,2018-05-28 14:30:35,,2018-05-28 14:30:35,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2187,Consultorio 45,A,2018-05-28 14:31:21,,2018-05-28 14:31:21,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2188,Consultorio 46,A,2018-05-28 14:32:31,,2018-05-28 14:32:31,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2189,Consultorio 47,A,2018-05-28 14:37:46,,2018-05-28 14:37:46,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2190,Consultorio 48,A,2018-05-28 14:40:43,,2018-05-28 14:40:43,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2191,Consultorio 49,A,2018-05-28 14:41:09,,2018-05-28 14:41:09,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2192,Consultorio 50,A,2018-05-28 14:41:45,,2018-05-28 14:41:45,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2193,Consultorio 51,A,2018-05-28 14:42:14,,2018-05-28 14:42:14,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2194,Consultorio 52,A,2018-05-28 14:42:40,,2018-05-28 14:42:40,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2195,Consultorio 53,A,2018-05-28 14:43:01,,2018-05-28 14:43:01,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2196,Consultorio 54,A,2018-05-28 14:43:27,,2018-05-28 14:43:27,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2197,Consultorio 55,A,2018-05-28 14:43:55,,2018-05-28 14:43:55,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2198,Consultorio 56,A,2018-05-28 14:44:24,,2018-05-28 14:44:24,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2199,Consultorio 57,A,2018-05-28 14:47:18,,2018-05-28 14:47:18,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2200,Consultorio 58,A,2018-05-28 14:47:46,,2018-05-28 14:47:46,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2203,Consultorio 59,A,2018-05-28 14:51:54,,2018-05-28 14:51:54,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2204,Consultorio 60,A,2018-05-28 14:52:25,,2018-05-28 14:52:25,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2480,Consultorio 53,A,2018-05-31 14:56:10,,2018-09-27 18:51:32,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2481,Consultorio 54,A,2018-05-31 14:57:16,,2018-09-27 18:51:32,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2482,Consultorio 55,A,2018-05-31 14:57:58,,2018-09-27 18:51:32,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2483,Consultorio 56,A,2018-05-31 15:08:13,,2018-09-27 18:51:32,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2484,Consultorio 57,A,2018-05-31 15:09:23,,2018-09-27 18:51:32,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2485,Consultorio 58,A,2018-05-31 15:10:05,,2018-09-27 18:51:32,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2486,Consultorio 59,A,2018-05-31 15:10:46,,2018-05-31 15:12:23,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2487,Consultorio 60,A,2018-05-31 15:11:57,,2018-05-31 15:11:57,2141,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2206,consultorio 9,A,2018-05-28 15:03:51,,2018-05-28 15:07:01,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2207,consultorio 1,A,2018-05-28 15:04:50,,2018-05-28 15:06:07,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2208,consultorio 2,A,2018-05-28 15:05:29,,2018-05-28 15:07:54,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2209,consultorio 4,A,2018-05-28 15:13:32,,2018-05-28 15:13:32,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2210,consultorio 5,A,2018-05-28 15:16:31,,2018-05-28 15:16:31,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2211,consultorio 10,A,2018-05-28 15:18:59,,2018-05-28 15:18:59,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2212,consultorio 11,A,2018-05-28 15:20:20,,2018-05-28 15:20:20,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2213,consultorio 12,A,2018-05-28 15:21:59,,2018-05-28 15:21:59,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2214,consultorio 13,A,2018-05-28 15:22:55,,2018-05-28 15:22:55,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2215,consultorio 14,A,2018-05-28 15:25:04,,2018-05-28 15:25:04,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2216,consultorio 6,A,2018-05-28 15:25:37,,2018-05-28 15:25:37,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2217,consultorio 7,A,2018-05-28 15:27:31,,2018-05-28 15:27:31,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2218,consultorio 8,A,2018-05-28 15:28:07,,2018-05-28 15:28:07,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2219,consultorio 18,A,2018-05-28 15:28:47,,2018-05-28 15:28:47,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2220,consultorio 38,A,2018-05-28 15:30:14,,2018-05-28 15:30:14,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2221,consultorio 39,A,2018-05-28 15:32:09,,2018-05-28 15:32:09,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2222,consultorio 37,A,2018-05-28 15:32:56,,2018-05-28 15:32:56,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2223,consultorio 27,A,2018-05-28 15:33:55,,2018-05-28 15:33:55,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2224,consultorio 34,A,2018-05-28 15:54:16,,2018-05-28 15:54:16,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2225,consultorio 33,A,2018-05-28 15:54:58,,2018-05-28 15:54:58,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2226,consultorio 30,A,2018-05-28 15:57:11,,2018-05-28 15:57:11,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2227,consultorio 21,A,2018-05-28 16:00:41,,2018-05-28 16:00:41,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2228,consultorio 20,A,2018-05-28 16:01:31,,2018-05-28 16:01:31,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2229,consultorio 19,A,2018-05-28 16:02:45,,2018-05-28 16:02:45,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2230,consultorio 28,A,2018-05-28 16:03:31,,2018-05-28 16:03:31,2205,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
8070,Guardia Habitación 1,A,2020-05-05 12:55:38,,2023-09-28 16:55:46,495,1.0,2.0,,2.16.840.1.113883.2.10.27,11,2.0,guardia
8074,Guardia Habitación 2,A,2020-05-05 12:55:38,,2023-09-28 16:55:43,495,2.0,2.0,,2.16.840.1.113883.2.10.27,11,2.0,guardia
8077,Shock Room,A,2020-05-05 12:55:38,,2023-09-28 16:55:48,495,3.0,2.0,,2.16.840.1.113883.2.10.27,11,2.0,guardia
2318,Consultorio 1,A,2018-05-29 17:27:41,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2319,Consultorio 2,A,2018-05-29 17:28:08,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2320,Consultorio 3,A,2018-05-29 17:28:37,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2321,Consultorio 4,A,2018-05-29 17:29:09,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2322,Estar Médico,A,2018-05-29 17:29:51,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,otros
2323,Consultorio 5,A,2018-05-29 17:30:20,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2324,Consultorio 6,A,2018-05-29 17:30:58,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2325,Consultorio 7,A,2018-05-29 17:31:33,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2326,Consultorio 8,A,2018-05-29 17:32:02,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2327,Lavadero,A,2018-05-29 17:32:31,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,otros
2328,Lavadero,A,2018-05-29 17:32:32,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,otros
2329,Jefatura,A,2018-05-29 17:34:00,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,administracion
2330,Quirofano,A,2018-05-29 17:34:31,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,otros
2331,Secretaría Archivos,A,2018-05-29 17:35:24,,2018-09-27 18:51:33,2263,,,,2.16.840.1.113883.2.10.27,1,,otros
2732,Consultorio 9,A,2018-06-06 15:35:46,,2018-06-06 15:35:46,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2733,Consultorio 10,A,2018-06-06 15:38:05,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2734,Consultorio 11,A,2018-06-06 15:39:17,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2735,Consultorio 13,A,2018-06-06 15:40:22,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2736,Consultorio 14,A,2018-06-06 15:40:57,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2737,Consultorio 15,A,2018-06-06 15:41:37,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2738,Consultorio 16,A,2018-06-06 15:42:50,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2739,Consultorio 17,A,2018-06-06 15:44:05,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2740,Consultorio 18,A,2018-06-06 15:44:39,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2741,Archivo,A,2018-06-06 15:45:24,,2018-09-27 18:51:32,2263,,,,2.16.840.1.113883.2.10.27,1,,otros
2293,Consultorio 1,A,2018-05-29 16:20:49,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2294,Consultorio 2,A,2018-05-29 16:21:14,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2295,Consultorio 3,A,2018-05-29 16:22:52,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2296,Consultorio 4,A,2018-05-29 16:23:35,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2297,Jefatura Oncología,A,2018-05-29 16:35:34,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,administracion
2298,Deposito,A,2018-05-29 16:36:04,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,otros
2299,Vestuario,A,2018-05-29 16:36:34,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,otros
2300,Cambiador,A,2018-05-29 16:37:16,,2018-09-27 18:51:32,2292,,,,2.16.840.1.113883.2.10.27,1,,otros
2305,Consultorio 1,A,2018-05-29 16:52:47,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2306,Consultorio 2,A,2018-05-29 16:53:19,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2307,Consultorio 3,A,2018-05-29 16:54:02,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2308,Consultorio 4,A,2018-05-29 16:54:47,,2018-05-29 16:54:47,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2309,Docencia,A,2018-05-29 16:55:10,,2018-05-29 16:55:10,2304,,,,2.16.840.1.113883.2.10.27,1,,otros
2339,Consultorio 5,A,2018-05-30 14:35:36,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2340,Consultorio 6,A,2018-05-30 14:36:51,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2341,Consultorio 7,A,2018-05-30 14:37:29,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2342,Consultorio 8,A,2018-05-30 14:38:31,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2343,Consultorio 9,A,2018-05-30 14:39:03,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2344,Consultorio 10,A,2018-05-30 14:39:30,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2350,consultorio 1,A,2018-05-30 14:58:57,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2354,Consultorio 2,A,2018-05-30 15:00:04,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2359,Consultorio 3,A,2018-05-30 15:02:58,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2360,Consultorio 4,A,2018-05-30 15:03:44,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2361,Consultorio 5,A,2018-05-30 15:04:16,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2362,Consultorio 6,A,2018-05-30 15:05:00,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2363,Consultorio 7,A,2018-05-30 15:05:51,,2018-05-30 15:05:51,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2364,Consultorio 8,A,2018-05-30 15:12:27,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2369,Consultorio 9,A,2018-05-30 15:14:49,,2020-04-27 01:03:24,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2372,Consultorio 10,A,2018-05-30 15:16:45,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2373,Consultorio 11,A,2018-05-30 15:18:57,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2374,Consultorio 12,A,2018-05-30 15:20:17,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2376,Consultorio 14,A,2018-05-30 15:21:56,,2018-05-30 16:18:38,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2380,Consultorio 15,A,2018-05-30 15:24:15,,2018-05-30 16:17:18,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2382,Consultorio 16,A,2018-05-30 15:25:21,,2018-05-30 16:16:55,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2384,Consultorio 17,A,2018-05-30 15:25:49,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2386,Consultorio 18,A,2018-05-30 15:26:27,,2018-05-30 16:16:14,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2388,Consultorio 19,A,2018-05-30 15:27:02,,2018-05-30 16:15:51,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2389,Consultorio 20,A,2018-05-30 15:27:39,,2020-04-27 00:44:55,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2390,Consultorio 21,A,2018-05-30 15:28:45,,2018-05-30 16:15:25,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2392,Consultorio 22,A,2018-05-30 15:30:03,,2018-09-27 18:51:32,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2396,Consultorio 23,A,2018-05-30 15:31:26,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2397,Consultorio 24,A,2018-05-30 15:31:57,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2399,Consultorio 25,A,2018-05-30 15:32:25,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2401,Consultorio 26,A,2018-05-30 15:34:13,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2402,Consultorio 27,A,2018-05-30 15:35:12,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2403,Consultorio 28,A,2018-05-30 15:36:13,,2018-09-27 18:51:31,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2404,Consultorio 29,A,2018-05-30 15:49:53,,2018-05-30 16:12:25,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2405,Consultorio 30,A,2018-05-30 15:56:09,,2018-05-30 16:12:05,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2406,Consultorio 31,A,2018-05-30 15:56:58,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2407,Consultorio 32,A,2018-05-30 15:57:35,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2408,Consultorio 33,A,2018-05-30 15:58:05,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2409,Consultorio 34,A,2018-05-30 15:58:43,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2410,Consultorio 35,A,2018-05-30 15:59:36,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2411,Consultorio 36,A,2018-05-30 16:00:00,,2018-05-30 16:10:35,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2412,Consultorio 37,A,2018-05-30 16:01:00,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2413,Consultorio 38,A,2018-05-30 16:01:32,,2018-05-30 16:10:13,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2414,Consultorio 39,A,2018-05-30 16:02:25,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2416,Consultorio 40,A,2018-05-30 16:03:08,,2018-05-30 16:09:52,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2417,Consultorio 41,A,2018-05-30 16:03:55,,2018-09-27 18:51:33,2346,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2310,Consultorio 5,A,2018-05-29 16:55:44,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2311,Consultorio 6,A,2018-05-29 17:01:29,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2312,Consultorio 7,A,2018-05-29 17:01:55,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2313,Consultorio 8,A,2018-05-29 17:02:36,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2314,Consultorio 9,A,2018-05-29 17:03:03,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2315,Consultorio 10,A,2018-05-29 17:03:35,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2316,Sala de Medicos ,A,2018-05-29 17:03:55,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,internacion
2317,RN,A,2018-05-29 17:04:26,,2018-09-27 18:51:31,2304,,,,2.16.840.1.113883.2.10.27,1,,otros
2334,Consultorio 1,A,2018-05-30 14:26:47,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2335,Consultorio 2,A,2018-05-30 14:27:34,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2336,Consultorio 3,A,2018-05-30 14:32:06,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
2337,Consultorio 4,A,2018-05-30 14:34:38,,2018-09-27 18:51:32,2333,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
3395,Consultorio,A,2019-10-17 12:39:45,,2019-10-17 12:39:45,3394,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
3397,Consultorio,A,2019-10-17 12:42:33,,2019-10-17 12:42:33,3396,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
3400,Consultorio,A,2019-10-17 12:44:09,,2019-10-17 12:44:09,3399,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
1660,Consultorio 4,A,2018-01-29 14:27:18,,2019-10-18 13:13:26,3405,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
1661,Consultorio 5,A,2018-01-29 14:28:02,,2019-10-18 13:13:35,3405,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
3406,Consultorio 6,A,2019-10-18 11:25:49,,2019-10-18 13:13:50,3405,,,,2.16.840.1.113883.2.10.27,1,,ambulatorio
